Numero_OL,Dia_Ocorrencia,Dia_Abertura,Status,Responsavel,Tipo_Projeto,Produto,Lote,Ensaio,Protocolo/Metodo,Parametro,Nome_Sequencia,Diretorio,Tipo_de_Erro,Ocorrencia,Avaliação,Classificação,Causa_Raiz,Criticidade,Data_atualização,Atualizado_Por,Status_Final
2025_OL_0075,02/02/2025,02/02/2025,Finalizado,Liam Cirino,Liberação,Produto_14,BAN8af,N_230,Protocolo_87,Robustez,SEQ_59,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,12/02/2025,João Vitor Andrade,Aprovado
2025_OL_0076,02/02/2025,02/02/2025,Finalizado,Olivia da Paz,Estabilidade,Produto_23,BAN9b1,N_254,Protocolo_10,Linearidade,SEQ_17,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,03/02/2025,Marcela da Cruz,Aprovado
2025_OL_0077,03/02/2025,05/02/2025,Finalizado,João Vitor Costela,Sumário de Validação,Produto_5,BAN878,N_268,Protocolo_84,Linearidade,SEQ_118,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,06/02/2025,Dr. Yuri Fogaça,Aprovado
2025_OL_0078,03/02/2025,07/02/2025,Finalizado,Yasmin Moraes,Estabilidade,Produto_6,BAN922,N_312,Protocolo_28,Precisão,SEQ_22,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,13/02/2025,Ana Julia da Paz,Aprovado
2025_OL_0079,03/02/2025,05/02/2025,Finalizado,Nicole Pimenta,Solventes Residuais,Produto_9,BAN915,N_282,Protocolo_50,Degradação Forçada,SEQ_16,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,11/02/2025,Vitor Sampaio,Aprovado
2025_OL_0080,04/02/2025,07/02/2025,Finalizado,Dra. Allana Dias,Estabilidade,Produto_20,BAN852,N_296,Protocolo_3,Linearidade,SEQ_33,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Sobrecarga de Trabalho,Baixa,15/02/2025,Dom Rios,Aprovado
2025_OL_0081,05/02/2025,07/02/2025,Finalizado,Antonella Almeida,Estabilidade,Produto_20,BAN8ed,N_295,Protocolo_35,Degradação Forçada,SEQ_48,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Sobrecarga de Trabalho,Média,17/02/2025,Dr. Henry Gabriel Souza,Aprovado
2025_OL_0082,05/02/2025,07/02/2025,Finalizado,Pedro Novais,Outros,Produto_5,BAN7f0,N_234,Protocolo_82,Robustez,SEQ_116,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,16/02/2025,Dra. Ísis Moraes,Aprovado
2025_OL_0083,05/02/2025,05/02/2025,Finalizado,Juan Cardoso,Solicitação de Analise,Produto_21,BAN7ef,N_208,Protocolo_21,Linearidade,SEQ_6,Banco/Substancias/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,12/02/2025,Fernanda Lima,Aprovado
2025_OL_0084,06/02/2025,06/02/2025,Finalizado,Fernando Santos,Sumário de Validação,Produto_5,BAN91a,N_330,Protocolo_61,Exatidão,SEQ_113,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Outros,Média,14/02/2025,Isaque Gomes,Aprovado
2025_OL_0085,07/02/2025,11/02/2025,Finalizado,Ana Fonseca,Solventes Residuais,Produto_17,BAN88c,N_282,Protocolo_87,Degradação Forçada,SEQ_127,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,20/02/2025,Ravy Borges,Aprovado
2025_OL_0086,08/02/2025,11/02/2025,Finalizado,Theodoro Camargo,Liberação,Produto_3,BAN983,N_277,Protocolo_100,Precisão,SEQ_133,Banco/Solventes Residuais/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,20/02/2025,Nicolas Jesus,Aprovado
2025_OL_0087,09/02/2025,10/02/2025,Finalizado,Rael Costela,Solicitação de Analise,Produto_17,BAN959,N_212,Protocolo_75,Precisão,SEQ_1,Banco/Teor/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,20/02/2025,Bianca Pastor,Aprovado
2025_OL_0088,10/02/2025,11/02/2025,Finalizado,Maria Liz Almeida,Estabilidade,Produto_22,BAN865,N_210,Protocolo_46,Exatidão,SEQ_128,Banco/Degradação/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,16/02/2025,Eloah Correia,Aprovado
2025_OL_0089,11/02/2025,12/02/2025,Finalizado,Caleb Pinto,Transferencia Analítica,Produto_12,BAN816,N_320,Protocolo_36,Linearidade,SEQ_33,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,19/02/2025,Dr. Valentim Costela,Aprovado
2025_OL_0090,12/02/2025,15/02/2025,Finalizado,Luísa Mendonça,Estabilidade,Produto_19,BAN8da,N_295,Protocolo_5,Linearidade,SEQ_149,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Baixa,15/02/2025,Sr. Luiz Gustavo Marques,Aprovado
2025_OL_0091,12/02/2025,16/02/2025,Finalizado,Hellena Brito,Solventes Residuais,Produto_8,BAN84f,N_269,Protocolo_83,Exatidão,SEQ_101,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,17/02/2025,Sr. Théo Almeida,Aprovado
2025_OL_0092,12/02/2025,12/02/2025,Finalizado,Emilly Guerra,Estabilidade,Produto_18,BAN87c,N_346,Protocolo_9,Linearidade,SEQ_122,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,12/02/2025,Maria Laura Lopes,Aprovado
2025_OL_0093,12/02/2025,12/02/2025,Finalizado,Lorenzo Cardoso,Estabilidade,Produto_14,BAN96f,N_217,Protocolo_33,Degradação Forçada,SEQ_104,Banco/Estabilidade/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Procedimento ou Método Inadequado,Média,12/02/2025,Dra. Ágatha Borges,Aprovado
2025_OL_0094,13/02/2025,13/02/2025,Finalizado,Ana Sophia Silveira,Sumário de Validação,Produto_21,BAN8c6,N_336,Protocolo_38,Exatidão,SEQ_124,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Revisão ou Checagem,Média,21/02/2025,Maria Fernanda Guerra,Aprovado
2025_OL_0095,13/02/2025,14/02/2025,Finalizado,Ana Cecília Montenegro,Sumário de Validação,Produto_17,BAN921,N_206,Protocolo_52,Linearidade,SEQ_114,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Alta,19/02/2025,Dr. Lucca Vasconcelos,Aprovado
2025_OL_0096,13/02/2025,17/02/2025,Finalizado,Oliver Novaes,Estabilidade,Produto_10,BAN889,N_205,Protocolo_54,Linearidade,SEQ_96,Banco/Degradação/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Documentação,Falta de Treinamento Adequado,Baixa,19/02/2025,Raquel das Neves,Reprovado
2025_OL_0097,14/02/2025,14/02/2025,Finalizado,Maria Eduarda Lima,Estabilidade,Produto_12,BAN931,N_330,Protocolo_42,Linearidade,SEQ_145,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,23/02/2025,Sr. Matteo Lima,Reprovado
2025_OL_0098,14/02/2025,18/02/2025,Finalizado,Cecilia Siqueira,Impurezas Elementares,Produto_16,BAN811,N_237,Protocolo_21,Robustez,SEQ_56,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Sobrecarga de Trabalho,Média,25/02/2025,Dra. Sophia Oliveira,Aprovado
2025_OL_0099,14/02/2025,17/02/2025,Finalizado,Augusto Peixoto,Transferencia Analítica,Produto_2,BAN9bc,N_296,Protocolo_73,Exatidão,SEQ_37,Banco/Solventes Residuais/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,27/02/2025,Oliver Gonçalves,Aprovado
2025_OL_0100,15/02/2025,19/02/2025,Finalizado,Josué Viana,Estabilidade,Produto_22,BAN993,N_297,Protocolo_68,Precisão,SEQ_106,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,20/02/2025,Nicolas Rios,Aprovado
2025_OL_0101,15/02/2025,17/02/2025,Finalizado,Catarina Barros,Solicitação de Analise,Produto_13,BAN874,N_226,Protocolo_54,Precisão,SEQ_89,Banco/Substancias/Sequencias,Máquina,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Treinamento Adequado,Média,22/02/2025,Sra. Stephany Novais,Aprovado
2025_OL_0102,16/02/2025,17/02/2025,Finalizado,Marcelo Novais,Liberação,Produto_19,BAN990,N_292,Protocolo_73,Linearidade,SEQ_50,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Treinamento Adequado,Média,20/02/2025,Luigi Costela,Reprovado
2025_OL_0103,16/02/2025,19/02/2025,Finalizado,Henry Gabriel Machado,Estabilidade,Produto_12,BAN900,N_200,Protocolo_88,Estabilidade Bancada,SEQ_32,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Erro Isolado,Média,19/02/2025,Dr. Samuel Nascimento,Aprovado
2025_OL_0104,18/02/2025,22/02/2025,Finalizado,Theo Ribeiro,Solventes Residuais,Produto_18,BAN7ea,N_249,Protocolo_96,Linearidade,SEQ_68,Banco/Degradação/Sequencias,Meio Ambiente,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,25/02/2025,Bárbara Rios,Aprovado
2025_OL_0105,20/02/2025,22/02/2025,Finalizado,Marcelo Porto,Liberação,Produto_24,BAN896,N_246,Protocolo_80,Linearidade,SEQ_133,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Baixa,24/02/2025,Anna Liz Fernandes,Aprovado
2025_OL_0106,20/02/2025,20/02/2025,Finalizado,Julia Duarte,Solventes Residuais,Produto_9,BAN7d6,N_241,Protocolo_14,Linearidade,SEQ_104,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,22/02/2025,Alícia da Mata,Reprovado
2025_OL_0107,20/02/2025,24/02/2025,Finalizado,Cauê Gomes,Sumário de Validação,Produto_1,BAN905,N_229,Protocolo_51,Linearidade,SEQ_37,Banco/Estabilidade/Sequencias,Meio Ambiente,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Falta de Revisão ou Checagem,Média,01/03/2025,Luiz Felipe da Cruz,Reprovado
2025_OL_0108,21/02/2025,23/02/2025,Finalizado,Anthony Garcia,Sumário de Validação,Produto_16,BAN84d,N_329,Protocolo_95,Exatidão,SEQ_32,Banco/Estabilidade/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,28/02/2025,Eloá Melo,Aprovado
2025_OL_0109,22/02/2025,26/02/2025,Finalizado,Leonardo Moraes,Estabilidade,Produto_20,BAN827,N_315,Protocolo_85,Degradação Forçada,SEQ_50,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Outros,Média,05/03/2025,Léo da Mata,Aprovado
2025_OL_0110,22/02/2025,22/02/2025,Finalizado,Sr. Bernardo Vasconcelos,Estabilidade,Produto_6,BAN82e,N_272,Protocolo_59,Robustez,SEQ_61,Banco/Teor/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,23/02/2025,Yuri Sales,Aprovado
2025_OL_0111,22/02/2025,26/02/2025,Finalizado,Sra. Eduarda Ferreira,Sumário de Validação,Produto_7,BAN890,N_262,Protocolo_9,Robustez,SEQ_21,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Treinamento Adequado,Média,01/03/2025,Maria Flor Moraes,Aprovado
2025_OL_0112,22/02/2025,25/02/2025,Finalizado,Caio Sales,Estabilidade,Produto_9,BAN868,N_326,Protocolo_34,Linearidade,SEQ_16,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Revisão ou Checagem,Média,26/02/2025,Sr. Gael Pastor,Aprovado
2025_OL_0113,23/02/2025,27/02/2025,Finalizado,Camila Sampaio,Sumário de Validação,Produto_16,BAN850,N_327,Protocolo_3,Linearidade,SEQ_15,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Outros,Baixa,05/03/2025,Henrique Cardoso,Aprovado
2025_OL_0114,23/02/2025,27/02/2025,Finalizado,Stephany Moraes,Transferencia Analítica,Produto_22,BAN824,N_304,Protocolo_26,Precisão,SEQ_33,Banco/Substancias/Sequencias,Máquina,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Outros,Média,08/03/2025,Maya Caldeira,Aprovado
2025_OL_0115,23/02/2025,25/02/2025,Finalizado,José Miguel Souza,Liberação,Produto_20,BAN89a,N_200,Protocolo_24,Linearidade,SEQ_70,Banco/Teor/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,03/03/2025,Juan Guerra,Aprovado
2025_OL_0116,24/02/2025,25/02/2025,Finalizado,Davi Lucas Pimenta,Transferencia Analítica,Produto_17,BAN8dc,N_249,Protocolo_96,Precisão,SEQ_139,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Alta,07/03/2025,Larissa Mendonça,Aprovado
2025_OL_0117,25/02/2025,01/03/2025,Finalizado,Pedro Farias,Solicitação de Analise,Produto_11,BAN846,N_231,Protocolo_71,Linearidade,SEQ_124,Banco/Solventes Residuais/Sequencias,Metodologia,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,11/03/2025,Ana Luiza Araújo,Aprovado
2025_OL_0118,25/02/2025,25/02/2025,Finalizado,Sra. Agatha Garcia,Transferencia Analítica,Produto_5,BAN8e5,N_332,Protocolo_99,Exatidão,SEQ_20,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Revisão ou Checagem,Média,01/03/2025,Dom Vargas,Aprovado
2025_OL_0119,26/02/2025,02/03/2025,Finalizado,Hellena Martins,Estabilidade,Produto_12,BAN8c3,N_299,Protocolo_92,Precisão,SEQ_82,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Alta,02/03/2025,Benjamin Pinto,Aprovado
2025_OL_0120,26/02/2025,28/02/2025,Finalizado,Maria Laura da Costa,Solicitação de Analise,Produto_20,BAN7fb,N_325,Protocolo_4,Robustez,SEQ_106,Banco/Substancias/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Média,09/03/2025,Carlos Eduardo Pereira,Aprovado
2025_OL_0121,26/02/2025,02/03/2025,Finalizado,Apollo Albuquerque,Transferencia Analítica,Produto_21,BAN8ae,N_208,Protocolo_52,Degradação Forçada,SEQ_131,Banco/Substancias/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,12/03/2025,Léo Cavalcante,Aprovado
2025_OL_0122,26/02/2025,27/02/2025,Finalizado,Emanuel Teixeira,Sumário de Validação,Produto_16,BAN94c,N_227,Protocolo_92,Exatidão,SEQ_65,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,28/02/2025,Dra. Isabelly Aparecida,Aprovado
2025_OL_0123,27/02/2025,01/03/2025,Finalizado,Juliana Almeida,Sumário de Validação,Produto_3,BAN876,N_260,Protocolo_69,Linearidade,SEQ_56,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,04/03/2025,Lucas Costa,Aprovado
2025_OL_0124,27/02/2025,02/03/2025,Finalizado,Ana Nascimento,Liberação,Produto_3,BAN8bc,N_208,Protocolo_69,Linearidade,SEQ_82,Banco/Estabilidade/Sequencias,Máquina,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Revisão ou Checagem,Média,04/03/2025,Davi Lucas Montenegro,Aprovado
2025_OL_0125,28/02/2025,03/03/2025,Finalizado,Ana Laura Leão,Outros,Produto_21,BAN8e6,N_319,Protocolo_48,Precisão,SEQ_100,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Baixa,04/03/2025,Maria Luiza Marques,Aprovado
2025_OL_0126,28/02/2025,02/03/2025,Finalizado,João Garcia,Solventes Residuais,Produto_21,BAN83b,N_217,Protocolo_81,Robustez,SEQ_65,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Média,05/03/2025,Srta. Elisa Cavalcante,Aprovado
2025_OL_0127,28/02/2025,02/03/2025,Finalizado,Evelyn Azevedo,Solventes Residuais,Produto_24,BAN828,N_301,Protocolo_85,Exatidão,SEQ_60,Banco/Estabilidade/Sequencias,Meio Ambiente,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Baixa,05/03/2025,Alexandre Cirino,Aprovado
2025_OL_0128,03/03/2025,05/03/2025,Finalizado,Olívia Campos,Solicitação de Analise,Produto_14,BAN899,N_301,Protocolo_66,Linearidade,SEQ_52,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Alta,11/03/2025,Maria Julia Moraes,Reprovado
2025_OL_0129,03/03/2025,05/03/2025,Finalizado,Alícia Moura,Sumário de Validação,Produto_21,BAN92f,N_281,Protocolo_85,Exatidão,SEQ_135,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Sobrecarga de Trabalho,Média,06/03/2025,Otávio Sá,Aprovado
2025_OL_0130,03/03/2025,06/03/2025,Finalizado,Esther Novaes,Estabilidade,Produto_2,BAN843,N_294,Protocolo_87,Linearidade,SEQ_64,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,15/03/2025,José Castro,Aprovado
2025_OL_0131,04/03/2025,05/03/2025,Finalizado,Vicente da Rocha,Outros,Produto_18,BAN90b,N_276,Protocolo_39,Linearidade,SEQ_128,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Baixa,14/03/2025,Marcos Vinicius Carvalho,Reprovado
2025_OL_0132,04/03/2025,05/03/2025,Finalizado,Luísa Souza,Sumário de Validação,Produto_12,BAN912,N_300,Protocolo_36,Linearidade,SEQ_150,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,14/03/2025,Léo Vieira,Aprovado
2025_OL_0133,04/03/2025,05/03/2025,Finalizado,André Oliveira,Solicitação de Analise,Produto_16,BAN7ee,N_309,Protocolo_71,Linearidade,SEQ_110,Banco/Solventes Residuais/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Baixa,14/03/2025,Theo Vasconcelos,Aprovado
2025_OL_0134,04/03/2025,07/03/2025,Finalizado,Kevin Cirino,Solicitação de Analise,Produto_21,BAN8b6,N_232,Protocolo_39,Robustez,SEQ_1,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Alta,11/03/2025,Rafael Peixoto,Aprovado
2025_OL_0135,05/03/2025,07/03/2025,Finalizado,Mirella da Rocha,Estabilidade,Produto_18,BAN86a,N_230,Protocolo_46,Degradação Forçada,SEQ_63,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,12/03/2025,Luna Sousa,Aprovado
2025_OL_0136,08/03/2025,08/03/2025,Finalizado,Maria Liz da Cunha,Liberação,Produto_10,BAN9b7,N_298,Protocolo_64,Exatidão,SEQ_80,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Revisão ou Checagem,Média,11/03/2025,José Pedro Silva,Aprovado
2025_OL_0137,09/03/2025,11/03/2025,Finalizado,Valentina Montenegro,Solventes Residuais,Produto_20,BAN945,N_283,Protocolo_88,Exatidão,SEQ_125,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Média,17/03/2025,Rodrigo Freitas,Aprovado
